07:38:46 [bio] BioMedLM up in 5s (8 threads)
07:38:49 [bio] terms mined 6779 (whole-word in corpus 3634, tiers {0: 1759, 1: 1117, 2: 758})  pubmedqa 1000  queue 4634  processed 15  rows {}  pending {'heldout': 3, 'train': 6}  accept_rate 0.70
07:39:09 [bio] calls 10 pos 9 rows {'heldout': 2} pending {'heldout': 10, 'train': 6} gen 7.414 tok/s prompt 69.039 tok/s 20s
07:39:23 [bio] calls 20 pos 19 rows {'heldout': 4} pending {'heldout': 17, 'train': 6} gen 8.694 tok/s prompt 61.331 tok/s 34s
07:39:43 [bio] calls 30 pos 29 rows {'heldout': 4} pending {'heldout': 22, 'train': 6} gen 8.663 tok/s prompt 70.584 tok/s 54s
07:39:57 [bio] calls 40 pos 39 rows {'heldout': 6} pending {'heldout': 29, 'train': 6} gen 8.93 tok/s prompt 66.926 tok/s 68s
07:40:09 [bio] calls 50 pos 49 rows {'heldout': 9} pending {'heldout': 35, 'train': 6} gen 9.005 tok/s prompt 61.849 tok/s 80s
07:40:27 [bio] calls 60 pos 59 rows {'heldout': 10} pending {'heldout': 39, 'train': 6} gen 9.086 tok/s prompt 57.761 tok/s 99s
07:40:42 [bio] calls 70 pos 69 rows {'heldout': 13} pending {'heldout': 46, 'train': 6} gen 9.078 tok/s prompt 57.795 tok/s 113s
07:40:53 [bio] calls 80 pos 79 rows {'heldout': 15} pending {'heldout': 51, 'train': 6} gen 9.139 tok/s prompt 58.052 tok/s 124s
07:41:11 [bio] calls 90 pos 89 rows {'heldout': 19} pending {'heldout': 56, 'train': 6} gen 9.067 tok/s prompt 58.438 tok/s 142s
07:41:29 [bio] calls 100 pos 99 rows {'heldout': 20} pending {'heldout': 63, 'train': 6} gen 8.848 tok/s prompt 55.76 tok/s 161s
07:41:53 [bio] calls 110 pos 110 rows {'heldout': 20} pending {'heldout': 68, 'train': 6} gen 8.562 tok/s prompt 54.022 tok/s 185s
07:42:09 [bio] calls 120 pos 120 rows {'heldout': 21} pending {'heldout': 75, 'train': 6} gen 8.391 tok/s prompt 53.668 tok/s 200s
07:42:32 [bio] calls 130 pos 131 rows {'heldout': 22} pending {'heldout': 81, 'train': 6} gen 8.119 tok/s prompt 54.013 tok/s 224s
07:42:47 [bio] calls 140 pos 141 rows {'heldout': 24} pending {'heldout': 88, 'train': 6} gen 8.038 tok/s prompt 53.732 tok/s 239s
07:43:03 [bio] calls 150 pos 151 rows {'heldout': 27} pending {'heldout': 94, 'train': 6} gen 8.011 tok/s prompt 53.124 tok/s 255s
07:43:27 [bio] calls 160 pos 161 rows {'heldout': 31} pending {'heldout': 100, 'train': 6} gen 7.95 tok/s prompt 52.188 tok/s 278s
07:43:41 [bio] calls 170 pos 171 rows {'heldout': 32} pending {'heldout': 107, 'train': 6} gen 7.944 tok/s prompt 51.543 tok/s 293s
07:43:56 [bio] calls 180 pos 181 rows {'heldout': 34} pending {'heldout': 113, 'train': 6} gen 7.967 tok/s prompt 50.849 tok/s 308s
07:44:22 [bio] calls 190 pos 191 rows {'heldout': 37} pending {'heldout': 116, 'train': 6} gen 7.883 tok/s prompt 50.442 tok/s 334s
07:44:43 [bio] calls 200 pos 201 rows {'heldout': 39} pending {'heldout': 122, 'train': 6} gen 7.861 tok/s prompt 50.301 tok/s 354s
07:45:06 [bio] calls 210 pos 211 rows {'heldout': 40} pending {'heldout': 129, 'train': 6} gen 7.757 tok/s prompt 48.923 tok/s 377s
07:45:31 [bio] calls 220 pos 221 rows {'heldout': 43} pending {'heldout': 133, 'train': 6} gen 7.682 tok/s prompt 47.585 tok/s 403s
07:45:58 [bio] calls 230 pos 231 rows {'heldout': 44} pending {'heldout': 139, 'train': 6} gen 7.496 tok/s prompt 45.993 tok/s 430s
07:46:20 [bio] calls 240 pos 241 rows {'heldout': 46} pending {'heldout': 146, 'train': 6} gen 7.382 tok/s prompt 44.994 tok/s 452s
07:46:48 [bio] calls 250 pos 251 rows {'heldout': 47, 'train': 1} pending {'heldout': 148, 'train': 9} gen 7.3 tok/s prompt 44.261 tok/s 480s
07:47:10 [bio] calls 260 pos 261 rows {'heldout': 47, 'train': 1} pending {'heldout': 148, 'train': 16} gen 7.26 tok/s prompt 43.323 tok/s 501s
07:47:28 [bio] calls 270 pos 271 rows {'heldout': 47, 'train': 3} pending {'heldout': 148, 'train': 21} gen 7.248 tok/s prompt 43.075 tok/s 520s
07:47:55 [bio] calls 280 pos 281 rows {'heldout': 47, 'train': 6} pending {'heldout': 148, 'train': 27} gen 7.211 tok/s prompt 42.196 tok/s 547s
07:48:15 [bio] calls 290 pos 291 rows {'heldout': 47, 'train': 7} pending {'heldout': 148, 'train': 33} gen 7.201 tok/s prompt 41.673 tok/s 566s
07:48:33 [bio] calls 300 pos 301 rows {'heldout': 47, 'train': 7} pending {'heldout': 148, 'train': 40} gen 7.191 tok/s prompt 41.37 tok/s 584s
07:48:59 [bio] calls 310 pos 311 rows {'heldout': 47, 'train': 9} pending {'heldout': 148, 'train': 45} gen 7.19 tok/s prompt 40.706 tok/s 610s
07:49:22 [bio] calls 320 pos 321 rows {'heldout': 47, 'train': 12} pending {'heldout': 148, 'train': 52} gen 7.154 tok/s prompt 40.241 tok/s 633s
07:49:50 [bio] calls 330 pos 331 rows {'heldout': 47, 'train': 13} pending {'heldout': 148, 'train': 59} gen 7.017 tok/s prompt 40.307 tok/s 661s
07:50:20 [bio] calls 340 pos 341 rows {'heldout': 47, 'train': 15} pending {'heldout': 148, 'train': 65} gen 6.928 tok/s prompt 40.216 tok/s 691s
07:50:40 [bio] calls 350 pos 351 rows {'heldout': 47, 'train': 18} pending {'heldout': 148, 'train': 71} gen 6.919 tok/s prompt 39.931 tok/s 711s
07:50:58 [bio] calls 360 pos 361 rows {'heldout': 47, 'train': 20} pending {'heldout': 148, 'train': 77} gen 6.922 tok/s prompt 39.581 tok/s 729s
07:51:26 [bio] calls 370 pos 372 rows {'heldout': 47, 'train': 22} pending {'heldout': 148, 'train': 84} gen 6.842 tok/s prompt 39.554 tok/s 757s
07:51:53 [bio] calls 380 pos 382 rows {'heldout': 47, 'train': 22} pending {'heldout': 148, 'train': 90} gen 6.779 tok/s prompt 39.288 tok/s 785s
07:52:35 [bio] calls 390 pos 392 rows {'heldout': 47, 'train': 23} pending {'heldout': 148, 'train': 95} gen 6.582 tok/s prompt 39.316 tok/s 826s
07:53:01 [bio] calls 400 pos 403 rows {'heldout': 47, 'train': 24} pending {'heldout': 148, 'train': 103} gen 6.506 tok/s prompt 39.037 tok/s 852s
07:53:39 [bio] calls 410 pos 413 rows {'heldout': 47, 'train': 27} pending {'heldout': 148, 'train': 108} gen 6.396 tok/s prompt 38.779 tok/s 890s
07:54:11 [bio] calls 420 pos 423 rows {'heldout': 47, 'train': 28} pending {'heldout': 148, 'train': 114} gen 6.334 tok/s prompt 38.182 tok/s 922s
07:54:36 [bio] calls 430 pos 433 rows {'heldout': 47, 'train': 30} pending {'heldout': 148, 'train': 121} gen 6.285 tok/s prompt 37.68 tok/s 948s
07:55:05 [bio] calls 440 pos 443 rows {'heldout': 47, 'train': 31} pending {'heldout': 148, 'train': 126} gen 6.25 tok/s prompt 37.981 tok/s 976s
07:55:32 [bio] calls 450 pos 453 rows {'heldout': 47, 'train': 33} pending {'heldout': 148, 'train': 132} gen 6.211 tok/s prompt 37.812 tok/s 1003s
07:55:51 [bio] calls 460 pos 463 rows {'heldout': 47, 'train': 35} pending {'heldout': 148, 'train': 139} gen 6.216 tok/s prompt 37.647 tok/s 1023s
07:56:22 [bio] calls 470 pos 473 rows {'heldout': 47, 'train': 38} pending {'heldout': 148, 'train': 145} gen 6.214 tok/s prompt 37.101 tok/s 1054s
07:56:44 [bio] calls 480 pos 483 rows {'heldout': 47, 'train': 38} pending {'heldout': 148, 'train': 152} gen 6.213 tok/s prompt 37.093 tok/s 1075s
07:57:02 [bio] calls 490 pos 493 rows {'heldout': 47, 'train': 39} pending {'heldout': 148, 'train': 159} gen 6.23 tok/s prompt 37.03 tok/s 1094s
07:57:23 [bio] calls 500 pos 503 rows {'heldout': 47, 'train': 42} pending {'heldout': 148, 'train': 164} gen 6.276 tok/s prompt 36.849 tok/s 1114s
07:57:41 [bio] calls 510 pos 513 rows {'heldout': 47, 'train': 43} pending {'heldout': 148, 'train': 171} gen 6.295 tok/s prompt 36.842 tok/s 1133s
07:58:05 [bio] calls 520 pos 523 rows {'heldout': 47, 'train': 45} pending {'heldout': 148, 'train': 178} gen 6.266 tok/s prompt 36.988 tok/s 1157s
07:58:28 [bio] calls 530 pos 533 rows {'heldout': 47, 'train': 46} pending {'heldout': 148, 'train': 184} gen 6.298 tok/s prompt 36.914 tok/s 1180s
07:58:43 [bio] calls 540 pos 543 rows {'heldout': 47, 'train': 47} pending {'heldout': 148, 'train': 189} gen 6.336 tok/s prompt 36.846 tok/s 1194s
07:59:00 [bio] calls 550 pos 553 rows {'heldout': 47, 'train': 49} pending {'heldout': 148, 'train': 196} gen 6.358 tok/s prompt 36.755 tok/s 1211s
07:59:24 [bio] calls 560 pos 563 rows {'heldout': 47, 'train': 51} pending {'heldout': 148, 'train': 202} gen 6.367 tok/s prompt 36.852 tok/s 1235s
07:59:42 [bio] calls 570 pos 573 rows {'heldout': 47, 'train': 52} pending {'heldout': 148, 'train': 209} gen 6.389 tok/s prompt 36.771 tok/s 1253s
07:59:57 [bio] calls 580 pos 583 rows {'heldout': 47, 'train': 55} pending {'heldout': 148, 'train': 216} gen 6.409 tok/s prompt 36.789 tok/s 1268s
